,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,FLAG
0,-1.23982939805228,2.3696290475512463,2.209878298998959,-0.14975093278664284,-0.08045013759579384,-0.23234251235810546,-0.556260416263028,1.6211781637001113,0.051903311151217525,-0.22567062672176996,0
1,-1.5114643863739496,2.448054192936182,-0.4588220343795977,-0.06026212665290077,0.05771425702382835,0.04832787213101038,-0.1491914736660028,0.7009452884868191,-1.952544517628171,-0.6631250843562813,0
2,-0.18804421061728885,1.8846565238130273,-0.546033425438461,0.06960867119587515,-0.061377288209296395,-0.1174087961407242,0.22820539137404003,-0.15978530081184883,0.366778563144053,0.17609214882834762,0
3,0.02027841237716868,-1.3769593489952845,0.04644671201297846,-0.2437930126382314,0.13268437906907948,0.8502742625909824,0.43733890737534065,0.1625993777204399,-0.06991017310720231,0.011932178559130558,0
4,0.011102704712801817,-1.3878639552184056,0.7032792499184409,-0.4314695299312244,-0.2943304126381038,0.25139953156900313,0.2814439112973724,0.29884468957159205,0.0849153815772704,0.01844213917419703,0
5,-1.0137494196445007,0.8195705157704594,-0.145702648402693,0.9753902870885633,-0.47866540271481245,-0.35194644211764164,-0.13473068640351224,-0.026572718064789825,-0.08818453680440697,-0.07572352657560201,0
6,0.06392637721446029,-1.5858671074397783,0.29672647570566363,-0.20885380479265928,-0.2095636592402987,0.17216482009183565,0.3817601173306481,0.11039190888566859,-0.08141993113625139,-0.0068180893997549456,0
7,-0.7603208058735139,0.5124623603414881,-0.2000294316896273,1.0864321009114772,-0.48664876271423546,-0.22579394537784644,-0.15928139743942354,-0.21679238590384756,0.6898224975932777,0.18669826140503193,0
8,-0.08830297904711153,-1.2649756628597297,0.0035891128243519302,-0.9098407497349573,0.017131972580139737,-0.11900577609740993,0.20807787117610793,-0.014480466358463758,-0.05849690888266096,0.0018003234747695131,0
9,-0.4397487157746402,1.2545328204731834,-0.2623236039110224,0.8627584121873322,-0.404634006112426,-0.2774751460724573,-0.05025956430248724,-0.03913057776187941,-0.28024896048247283,0.33737534425418075,0
10,-1.0227880713839979,0.7147041781346194,-0.38338133302722305,0.575997937703039,-0.2949551516924896,-0.6502208721332327,-0.2965103084291549,-0.34859422039310844,0.4611496181135862,0.10055969208869825,0
11,-0.9890858829733093,0.6687595552916588,-0.43394208715790367,0.8917979074855564,-0.31370617948909774,0.21564370967391847,-0.18416154293478953,-0.17977681545140792,0.6740864451977518,0.17527048714623822,0
12,0.78766799909936,2.8706549768722325,-0.18656286052103543,0.24308184140786354,-0.3226569447626455,0.21082541295302903,1.6992535645865445,-0.020432495111732635,0.042543497222857954,0.1585689067141482,0
13,-0.8849046008768727,0.4446755490218415,0.09399441917204063,1.1854359534090448,-0.5709305742663646,-0.26290132132170485,-0.171260932278869,-0.030026150321597254,0.6846818640541614,0.15164072472321896,0
14,-0.12525325068386997,-1.1089421419321361,0.16328640184915857,-0.7310377133465682,-0.17098872093827516,-0.014520183290551948,0.305751166850445,0.20059158142371447,-0.5992684428723923,-0.16948187020422725,0
15,-1.372197850235333,2.312954201003702,-0.9411961851906692,-0.18795179459721825,0.3453153062436049,1.127010406882024,-0.19342987463086983,0.4215146629874311,-0.7665865296573842,-0.26775008460641253,0
16,0.16105706990579274,-1.5354101047946187,0.3066110630599767,-0.17344868051188186,-0.06676728350093773,0.20880045615744294,0.3803328556345013,0.1602062785969459,-0.06566099634798836,-0.006441826069449437,0
17,0.5678120769456323,-1.4031759931374146,0.2643539559563519,-0.22032918785589722,-0.319518171689174,0.20402664287536074,0.17992937876243623,0.10386018959685277,-0.09769786816696528,0.05940614958323512,0
18,-0.9325082344934568,0.5443736424853548,-0.2215063537213659,0.9094772921177962,-0.44259171468493513,-0.4893836776581888,-0.2158601772394376,-0.33384114139543986,0.5118000932946879,0.09778986347522985,0
19,-1.098782454397063,1.1935408081436618,-0.9969361193708749,-0.698290249503772,0.47942604593904925,-1.2267679071396762,-0.6591364884093018,-0.625662832789982,0.9794639539071619,0.30156606632667354,0
