,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received,avg val received,min val sent,max val sent,avg val sent,valid_ERC20_mstt,valid_ERC20_mrtt,FLAG
0,-0.23820405391805774,-0.3775477565086491,1.533946333299229,0.769327131857676,3.0510423961096174,-0.27067787570374663,-0.12485501830395257,-0.24747164425174598,-0.22399568362823116,-0.17695840498679416,-0.29882222842724265,1.1869846904635795,0.9657154549334057,0
1,0.7307688149231615,-0.2552291851948605,3.1507491305668363,-0.07154008955365136,0.17369728906305082,-0.27067787570374663,-0.1918001121579949,-0.27595722817304846,-0.22399568362823116,-0.23045935207861593,-0.30800614989290037,1.1869846904635795,0.9657154549334057,0
2,0.5274592897142326,0.5861459751457816,0.5664749688497989,-0.02349053404443267,0.14603050918760307,-0.27067787570374663,0.5790934031684779,0.17908621252491166,-0.22399568362823116,0.584602663099988,0.24223306087999663,1.1869846904635795,0.9657154549334057,0
3,0.5013680626202132,-0.4246606723059507,-0.6195365065530684,-0.1436144228174794,-0.1859708493177699,-0.2650716454605066,-0.18838957369566,-0.26287469576289696,0.1286083464326072,-0.22366368432869801,-0.2701092121199878,-0.8423762319418949,-1.0353854086288574,0
4,-0.3014802613565398,-0.40800194725146577,-0.6581633771423404,0.02455902146478603,0.3396979683157373,-0.2702985260653871,-0.1917431832374052,-0.27268602456246266,-0.22319541092200923,-0.2259407133695897,-0.30447006681377553,-0.8423762319418949,-1.0353854086288574,0
5,-0.184864367077201,-0.43769063428745525,0.3217087182163701,-0.11958964506287006,-0.13063728956687445,-0.26976054634355856,-0.19275061016243544,-0.27363656673201275,-0.22399568362823116,-0.23245972739476153,-0.30794310385275075,1.1869846904635795,0.9657154549334057,0
6,-0.307152906385808,-0.4492906064824274,-0.68387109430271,-0.16763920057208875,-0.1859708493177699,-0.2551942169951952,-0.19275061016243544,-0.2685449167085917,-0.05480363082439152,-0.23009677495994946,-0.29254122440810354,-0.8423762319418949,-1.0353854086288574,0
7,-0.09721848965983011,-0.2304621556672897,-0.5891610343261243,-0.1436144228174794,-0.10297050969142667,-0.2699036927683191,-0.13385488223758663,-0.20104818990650342,-0.21553345769800084,-0.16099177291792274,-0.16172092701902052,1.1869846904635795,0.9657154549334057,0
8,-0.3045027864433987,0.3983109130571898,-0.2775109414539902,-0.1436144228174794,-0.1859708493177699,-0.2629356437743445,-0.19427744316169773,-0.2731144037885665,-0.13945059982641136,-0.23188840201924027,-0.30036850392811,-0.8423762319418949,-1.0353854086288574,0
9,-0.0036418969815111726,-0.35430189501546755,0.529965528172565,-0.09556486730826072,-0.13063728956687445,-0.2697638675883515,-0.06971123497711829,-0.26220246050524654,-0.22314946103520816,0.31182421089831336,0.5093985475819666,1.1869846904635795,0.9657154549334057,0
10,-0.307152906385808,0.3661492620325641,-0.05909487024451148,-0.09556486730826072,-0.21363762919321766,-0.27067787570374663,-0.19429729102200832,-0.27419643141857275,-0.22399568362823116,-0.23373269350503606,-0.3082644365515848,1.1869846904635795,0.9657154549334057,0
11,0.4703816679037589,-0.0703879182373394,-0.43918952071205997,-0.1436144228174794,-0.10297050969142667,-0.26994240191509045,-0.19543941867635306,-0.27690129157514837,-0.22399568362823116,-0.23349002797543436,-0.30796903946961657,1.1869846904635795,0.9657154549334057,0
12,0.8449069083071935,-0.20377710314163602,1.0152286563989514,0.07260857697400473,0.3673647481911851,-0.27067787570374663,2.1289803291854015,0.07640131153196707,-0.22399568362823116,1.7666426226405785,0.4963227894180887,1.1869846904635795,0.9657154549334057,0
13,-0.24525606800209615,-0.448563804334043,-0.6041830377225479,-0.11958964506287006,0.14603050918760307,-0.26996683512853253,-0.19430049773940516,-0.27529176554614865,-0.22399568362823116,-0.2320352041081231,-0.30791631105509704,1.1869846904635795,0.9657154549334057,0
14,-0.30689728618797313,-0.1263464359939941,0.19881956175836552,-0.1436144228174794,-0.15830406944232223,-0.27055371998639216,-0.19541999858501372,-0.27679139588404084,-0.22267413780470707,-0.23322847344727934,-0.3066633722566895,-0.8423762319418949,-1.0353854086288574,0
15,1.953530072961081,0.2834827331986369,1.9679230109041024,-0.04751531179904202,0.2013640689384986,-0.26998111106186184,-0.14169731337705344,-0.20166949038929552,-0.22399568362823116,-0.17026624029277979,-0.23043853137566692,1.1869846904635795,0.9657154549334057,0
16,-0.24424502070203366,-0.4490400302904754,-0.678133964860637,-0.16763920057208875,-0.13063728956687445,-0.21050837796231558,-0.16486038321486557,-0.2139804709295022,0.08910667579029193,-0.19721171042450852,-0.23548093274847434,-0.8423762319418949,-1.0353854086288574,0
17,-0.2937773549476632,-0.4492177950758654,-0.6843964761479004,-0.1436144228174794,-0.15830406944232223,0.07034105198688186,-0.10758255503363896,-0.04585163440238195,-0.17237610545382598,-0.05117303386614159,0.0888657474244333,-0.8423762319418949,-1.0353854086288574,0
18,-0.307152906385808,-0.03443285852669662,-0.326950903508227,-0.07154008955365136,-0.21363762919321766,-0.27067787570374663,-0.17603853509366396,-0.2517284929214332,-0.22399568362823116,-0.23373269350503606,-0.3082644365515848,1.1869846904635795,0.9657154549334057,0
19,-0.24788087092810654,2.247267372326455,0.23672612640620358,-0.09556486730826072,-0.13063728956687445,-0.27067787570374663,-0.1680313385056649,-0.23912532961161267,-0.054751165023624086,-0.17744890428840515,-0.13178141869307897,1.1869846904635795,0.9657154549334057,0
20,-0.29970970356450793,-0.4450727925707745,-0.6831900880821341,-0.09556486730826072,-0.0753037298159789,-0.26680696102660884,-0.18810094743152625,-0.26768398907081,-0.19207591355262438,-0.22854756247408428,-0.29450589063793176,-0.8423762319418949,-1.0353854086288574,0
